FID,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,B25010_001E,B25010_001M,B25010_002E,B25010_002M,B25010_003E,B25010_003M,B01001_001E,B01001_001M,B01001_calc_PopDensity,created_user,created_date,last_edited_user,last_edited_date,B01001_calc_PopDensityM,SHAPE_Length,SHAPE_Area
1623,00793926,30049,8957164709,101496098,Lewis and Clark County,Montana,2.35,0.03,2.48,0.05,2.07,0.1,67077,,7.48864201778072,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,7.02852735276063,1.07382144986394
1624,01720036,30051,3703639186,44411469,Liberty County,Montana,2.55,0.24,2.49,0.26,2.65,0.47,2280,201,0.615610723803374,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0542709453879291,3.06385077258932,0.456569391333018
1625,01720038,30053,9356364730,161579870,Lincoln County,Montana,2.32,0.1,2.27,0.12,2.48,0.27,19358,,2.06896594549494,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.72452233277002,1.15909470349673
1626,01716270,30055,6843332007,103024638,McCone County,Montana,2.29,0.17,2.27,0.19,2.34,0.67,1630,118,0.238188063699479,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.017243062280085,4.85630382451993,0.831527525623453
1627,01720033,30057,9293284845,39845975,Madison County,Montana,2.27,0.11,2.23,0.13,2.41,0.26,8218,,0.884294427327434,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.98777807920286,1.07070835797982
1628,01719600,30059,6194909929,7475979,Meagher County,Montana,2.59,0.27,2.69,0.31,2.36,0.38,1968,201,0.317680163643264,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0324459923233212,4.98835104943417,0.728175324376339
1629,01720030,30061,3158799744,9897207,Mineral County,Montana,2.43,0.15,2.46,0.18,2.37,0.41,4211,,1.33310128570151,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.2918184749312,0.375788743459248
1630,01719596,30063,6715862288,64586614,Missoula County,Montana,2.31,0.03,2.51,0.05,2.03,0.06,115983,,17.2700086788915,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,6.2064538453989,0.802474847145989
1631,01719593,30065,4840577748,7118682,Musselshell County,Montana,2.3,0.13,2.2,0.14,2.55,0.32,4807,108,0.993063276792967,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0223113862895029,3.93408445709782,0.56807793698217
1632,01720027,30067,7258365042,27885027,Park County,Montana,2.08,0.06,2.19,0.09,1.82,0.14,16246,,2.2382451014786,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.92105761285146,0.83863662320078
1633,01719590,30069,4288047865,48927318,Petroleum County,Montana,2.31,0.28,2.4,0.36,2.11,0.41,432,57,0.100745144084347,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0132927620666846,4.9011252500749,0.51405790844931
1634,01720023,30071,13313777229,185493126,Phillips County,Montana,2.29,0.13,2.22,0.14,2.49,0.48,4124,,0.309754319083627,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,6.91329253872397,1.63501786432525
1635,01719587,30073,4207608381,43980663,Pondera County,Montana,2.75,0.12,2.69,0.14,2.93,0.31,6044,,1.43644547037516,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.02521409793204,0.514638815648759
1636,01719584,30075,8542288891,1565958,Powder River County,Montana,2.04,0.11,2.09,0.14,1.93,0.29,1619,110,0.189527657125451,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0128771107373685,4.1789043297527,0.981769424889443
1637,01720021,30077,6024421096,16247901,Powell County,Montana,2.2,0.11,2.21,0.15,2.17,0.26,6861,,1.13886461299252,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.13934041643145,0.712558241261351
1638,01715847,30079,4497780200,15092932,Prairie County,Montana,2.44,0.21,2.51,0.24,2,0.48,1342,116,0.298369404534263,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0257904999448395,4.42400564742685,0.532370345061356
1639,01719582,30081,6192654381,24209796,Ravalli County,Montana,2.43,0.05,2.48,0.07,2.26,0.16,41902,,6.76640377808936,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.56761454715609,0.723104046302348
1640,01715338,30083,5398431221,49002392,Richland County,Montana,2.51,0.08,2.61,0.15,2.35,0.23,11360,,2.10431503800759,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.28346861234224,0.653858757485555
1641,01669428,30085,6097641904,38581365,Roosevelt County,Montana,3.47,0.11,3.38,0.18,3.61,0.31,11228,,1.84136756089834,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.43444299634572,0.743723495102484
1642,01716795,30087,12971010170,44234236,Rosebud County,Montana,2.91,0.12,2.81,0.15,3.16,0.37,9250,,0.713128729279225,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,7.49644040763565,1.51790122136183
1643,01719578,30089,7149405165,76394144,Sanders County,Montana,2.28,0.09,2.27,0.09,2.32,0.23,11521,,1.61146273488614,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,6.82578604755045,0.865460856361721
1644,01677577,30091,4340311869,75071722,Sheridan County,Montana,2.12,0.13,2.19,0.16,1.88,0.2,3574,157,0.823443132169081,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0361725158787201,3.24157776000006,0.539624035252941
1645,01719575,30093,1859568273,1518176,Silver Bow County,Montana,2.22,0.05,2.35,0.08,1.97,0.13,34814,,18.7215497841525,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.88541475888782,0.21577559306648
1646,01719572,30095,4653551003,23732517,Stillwater County,Montana,2.5,0.11,2.58,0.11,2.2,0.28,9410,,2.02211171510394,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.37328176214416,0.540055901144885
1647,01719569,30097,4805735232,17537143,Sweet Grass County,Montana,2.35,0.14,2.27,0.14,2.56,0.34,3653,,0.760133428840551,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.86470478666825,0.558339892279704
1648,01720018,30099,5883425283,52657847,Teton County,Montana,2.38,0.07,2.34,0.12,2.48,0.24,6080,,1.03341161101646,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.90064774464764,0.713177746907945
1649,01719566,30101,4959868818,78026225,Toole County,Montana,2.24,0.14,2.45,0.21,1.95,0.25,4976,,1.00325234045333,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.49446836785388,0.614903887043801
1650,01719563,30103,2532492067,17149961,Treasure County,Montana,2.13,0.2,1.79,0.16,2.82,0.54,777,88,0.306812412218308,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.034748381306578,2.97073064210032,0.297245369421765
1651,01678923,30105,12758539637,351469576,Valley County,Montana,2.15,0.11,2.26,0.11,1.77,0.21,7532,,0.590349696305137,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,6.46747085771625,1.59099458409383
1652,01719560,30107,3684208403,13010925,Wheatland County,Montana,2.57,0.21,2.29,0.22,3.25,0.49,2149,,0.583300336172649,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.82870091689073,0.433020653333703
1653,01696629,30109,2301488710,1756846,Wibaux County,Montana,2.31,0.22,2.16,0.23,2.89,0.65,1175,145,0.510539111008718,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0630026988053311,2.91176027273223,0.272233069283903
1654,01719558,30111,6820647780,39947764,Yellowstone County,Montana,2.37,0.02,2.46,0.03,2.18,0.06,157816,,23.1379782522651,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.12358268175046,0.795920931392087
1655,00835823,31001,1458869102,2481410,Adams County,Nebraska,2.35,0.05,2.55,0.07,1.93,0.11,31583,,21.6489607989518,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.58932662036676,0.155304648875961
1656,00835824,31003,2220231685,3510581,Antelope County,Nebraska,2.35,0.06,2.39,0.1,2.23,0.18,6372,,2.8699707526244,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.97724352360879,0.242311074178554
1657,00835825,31005,1852759729,7644718,Arthur County,Nebraska,2.17,0.2,2.25,0.23,1.98,0.37,418,46,0.225609394168778,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0248278280664206,1.85191947052368,0.200828868528244
1658,00835826,31007,1932676689,397069,Banner County,Nebraska,2.49,0.23,2.49,0.3,2.51,0.64,696,72,0.360122313246362,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0372540324047961,1.97474833654705,0.208600262929017
1659,00835827,31009,1840673980,9443894,Blaine County,Nebraska,2.2,0.23,2.15,0.28,2.3,0.47,480,55,0.260774045385267,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0298803593670618,1.85169939110572,0.200774125858187
1660,00835828,31011,1778166040,1718583,Boone County,Nebraska,2.28,0.08,2.25,0.11,2.4,0.32,5313,,2.98790994793715,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.79957330991387,0.192542079830387
1661,00835991,31013,2784994716,6588657,Box Butte County,Nebraska,2.27,0.08,2.43,0.11,1.94,0.15,11089,,3.98169516670638,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.35320079853239,0.304389903567892
1662,00835829,31015,1398424239,11893557,Boyd County,Nebraska,2.23,0.1,2.12,0.12,2.71,0.42,2042,90,1.46021496413722,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.064358152190181,2.34879038547714,0.155438244135036
1663,00835830,31017,3163296262,9814399,Brown County,Nebraska,2.05,0.13,2.04,0.16,2.1,0.4,2988,104,0.944584304636339,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0328770976178645,2.54528841927563,0.347133286269882
1664,00835831,31019,2507679138,18593313,Buffalo County,Nebraska,2.44,0.03,2.61,0.06,2.15,0.09,49030,,19.5519431720854,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.17417583822012,0.269794007863692
1665,00835832,31021,1273201345,14186270,Burt County,Nebraska,2.2,0.08,2.31,0.1,1.86,0.18,6528,,5.12723303791357,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.80016006868194,0.139575331884086
1666,00835833,31023,1514886625,15307372,Butler County,Nebraska,2.34,0.08,2.41,0.1,2.06,0.18,8067,,5.32515098283345,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.71397753999797,0.164326907994227
1667,00835834,31025,1443537069,22114716,Cass County,Nebraska,2.54,0.05,2.61,0.06,2.22,0.17,25702,,17.8048770287589,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.8716264203438,0.156651694101238
1668,00835835,31027,1917219989,14513816,Cedar County,Nebraska,2.42,0.08,2.43,0.09,2.38,0.23,8523,,4.44549923790723,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.91881630359567,0.211892254135243
1669,00835836,31029,2316533447,7978172,Chase County,Nebraska,2.14,0.1,2.21,0.12,1.9,0.24,3734,214,1.61189125278363,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0923794129875993,2.11190024507181,0.247035853506079
1670,00835837,31031,15436868252,127452878,Cherry County,Nebraska,2.21,0.11,2.25,0.15,2.14,0.23,5790,,0.375076077963537,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.65157573501166,1.70580127265766
1671,00835838,31033,3098367764,292549,Cheyenne County,Nebraska,2.2,0.06,2.31,0.09,1.95,0.2,9852,,3.17973873678606,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.41949318176482,0.332732614667021
1672,00835839,31035,1482222908,3234877,Clay County,Nebraska,2.38,0.08,2.44,0.09,2.17,0.16,6232,,4.20449580583597,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.60362958442179,0.157866554206852
1673,00835840,31037,1066160351,12611464,Colfax County,Nebraska,2.87,0.1,2.8,0.14,3.05,0.42,10760,,10.0922905170012,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.36128279157686,0.116461341229573
1674,00835841,31039,1477652222,10690952,Cuming County,Nebraska,2.36,0.08,2.32,0.09,2.44,0.18,8991,,6.08465230596053,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.6244276453639,0.161523825027198
1675,00835842,31041,6670757262,932956,Custer County,Nebraska,2.21,0.06,2.2,0.07,2.23,0.18,10830,,1.62350383541808,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.48244310424822,0.718295765904363
1676,00835843,31043,684422627,8193327,Dakota County,Nebraska,2.69,0.07,2.72,0.14,2.63,0.27,20317,,29.684874810546,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.23839737467716,0.0757242385221448
1677,00835844,31045,3616875588,11870270,Dawes County,Nebraska,2.17,0.11,2.39,0.12,1.76,0.18,8896,,2.45958142146636,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.5872727635915,0.398799037962499
1678,00835845,31047,2623887234,16431843,Dawson County,Nebraska,2.61,0.06,2.72,0.09,2.37,0.17,23804,,9.07203621083664,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.34798034590164,0.282035548387986
1679,00835846,31049,1139208972,2230956,Deuel County,Nebraska,2.28,0.16,2.3,0.17,2.21,0.34,1894,120,1.66255713091417,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.105336249054752,1.57693909895172,0.122367933552633
1680,00835847,31051,1233120001,17111893,Dixon County,Nebraska,2.45,0.09,2.45,0.11,2.44,0.3,5746,,4.65972492161369,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.73256427153217,0.136908537865395
1681,00835848,31053,1370269386,36091878,Dodge County,Nebraska,2.33,0.04,2.39,0.06,2.23,0.1,36683,,26.7706484394887,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.83237018146892,0.151835957561555
1682,00835849,31055,845399826,33504648,Douglas County,Nebraska,2.51,0.01,2.68,0.02,2.25,0.03,554992,,656.484639494118,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.63485631692361,0.0944837277102323
1683,00835850,31057,2381956151,3046331,Dundy County,Nebraska,2.28,0.15,2.13,0.17,2.64,0.47,2023,214,0.849301948379989,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0898421240500829,2.15061867798876,0.252180431696943
1684,00835851,31059,1490202784,2989990,Fillmore County,Nebraska,2.13,0.07,2.2,0.09,1.9,0.18,5574,,3.74043053727109,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.60875105155182,0.15868913452864
1685,00835852,31061,1491355860,487899,Franklin County,Nebraska,2.16,0.09,2.21,0.12,1.91,0.28,3006,,2.01561550842734,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.60260669843283,0.15774172256426
1686,00835853,31063,2524283235,14110075,Frontier County,Nebraska,2.23,0.11,2.2,0.11,2.33,0.33,2609,74,1.03356072085152,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0293152523353822,2.29432337642328,0.269789354418458
1687,00835854,31065,1862542302,3915843,Furnas County,Nebraska,2.19,0.08,2.31,0.09,1.88,0.19,4786,,2.56960606739551,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.83151060903554,0.197352329611438
1688,00835855,31067,2205275200,22010741,Gage County,Nebraska,2.29,0.05,2.39,0.08,2.08,0.13,21595,,9.79242862750191,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.94979461622661,0.235797938038829
1689,00835856,31069,4417083921,65860691,Garden County,Nebraska,2.08,0.11,2.01,0.14,2.34,0.32,1860,117,0.421092293754498,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0264880636393958,2.94916215838294,0.484305258269584
1690,00835857,31071,1474558349,5321553,Garfield County,Nebraska,2.17,0.15,2.31,0.17,1.7,0.3,1975,102,1.33938409513559,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0691732545335851,1.62054600594778,0.16060029988881
1691,00835858,31073,1186616237,11831826,Gosper County,Nebraska,2.26,0.16,2.18,0.14,2.46,0.44,2015,,1.69810587211778,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.59230733468148,0.127346704512341
1692,00835859,31075,2012081438,16460163,Grant County,Nebraska,2.3,0.17,2.13,0.17,2.82,0.66,718,63,0.356844403233345,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0313108598937336,1.98377674574002,0.220144715285405
1693,00835860,31077,1475804204,2188872,Greeley County,Nebraska,2.31,0.1,2.32,0.12,2.26,0.34,2410,,1.63300795150737,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.61599428819219,0.1595441331354
1694,00835861,31079,1415146240,14900882,Hall County,Nebraska,2.64,0.04,2.76,0.08,2.45,0.11,61343,,43.3474635102023,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.57437475900271,0.152761812183592
1695,00835862,31081,1403509085,7360264,Hamilton County,Nebraska,2.44,0.08,2.46,0.08,2.37,0.22,9178,,6.53932354132214,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.67431645936719,0.150714199601299
1696,00835863,31083,1433471291,53339808,Harlan County,Nebraska,2.22,0.11,2.29,0.14,1.96,0.32,3438,,2.39837380879922,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.59897856842803,0.157209934143714
1697,00835864,31085,1846821514,570786,Hayes County,Nebraska,2.28,0.17,2.08,0.19,2.76,0.4,943,74,0.510607003899133,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0400688422996138,1.83245757665102,0.196332012589191
1698,00835865,31087,1838742723,22103381,Hitchcock County,Nebraska,2.32,0.16,2.37,0.17,2.18,0.35,2843,,1.54616519453113,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.82880632112039,0.196758531815556
1699,00835866,31089,6248078944,13204318,Holt County,Nebraska,2.26,0.07,2.34,0.09,2.03,0.17,10245,,1.63970399411138,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.37806711232431,0.685250833498358
1700,00835867,31091,1867796137,882994,Hooker County,Nebraska,1.96,0.2,2.16,0.21,1.59,0.32,691,82,0.369954721669927,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.043902007491945,1.8611752838817,0.202798856349859
1701,00835868,31093,1474578450,16199402,Howard County,Nebraska,2.39,0.07,2.45,0.09,2.17,0.22,6405,,4.34361427159064,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.61500229631574,0.160079443680098
1702,00835869,31095,1476736212,14232352,Jefferson County,Nebraska,2.15,0.09,2.15,0.12,2.17,0.21,7188,,4.86749085015327,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.60338828421023,0.157647849566879
1703,00835870,31097,974023330,1711433,Johnson County,Nebraska,2.27,0.08,2.28,0.09,2.23,0.24,5197,,5.33560115033384,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.31728544260683,0.103495750450391
1704,00835871,31099,1337063541,274634,Kearney County,Nebraska,2.42,0.1,2.6,0.12,1.94,0.24,6552,,4.90029067362028,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.57953436957533,0.142088168162442
1705,00835872,31101,2749531885,124672175,Keith County,Nebraska,2.09,0.09,2.18,0.11,1.87,0.2,8099,,2.94559231852661,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.39419991439722,0.308532324615364
1706,00835873,31103,2002257566,2192458,Keya Paha County,Nebraska,2.43,0.26,2.52,0.29,2.15,0.43,792,104,0.395553505926919,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.051941369465151,2.34326372220164,0.220846978998192
1707,00835874,31105,2465269087,1448446,Kimball County,Nebraska,2.3,0.16,2.35,0.21,2.16,0.29,3667,,1.48746439864802,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.13800331873787,0.26478657412652
1708,00835875,31107,2870856403,81009708,Knox County,Nebraska,2.25,0.12,2.32,0.11,2.04,0.16,8460,,2.9468558549844,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.61379714098132,0.323982845458914
1709,00835876,31109,2169287528,22832516,Lancaster County,Nebraska,2.42,0.02,2.59,0.03,2.17,0.04,310094,,142.947394477437,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.9433805204744,0.233861981198537
1710,00835877,31111,6641072810,28449819,Lincoln County,Nebraska,2.31,0.05,2.48,0.07,1.99,0.1,35433,,5.33543314668161,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.48448192149484,0.714325644181628
1711,00835878,31113,1478003937,1203586,Logan County,Nebraska,2.6,0.22,2.56,0.26,2.69,0.48,886,75,0.599457131216018,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0507441138162543,1.6162565020592,0.159672226406199
1712,00835879,31115,1459513671,19565477,Loup County,Nebraska,2.1,0.19,1.98,0.21,2.71,0.67,585,61,0.400818444954463,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0417947438328586,1.62266563990942,0.160511847734134
1713,00835881,31117,2224733580,2680669,McPherson County,Nebraska,2.23,0.3,1.8,0.21,3.17,0.62,454,89,0.204069378950085,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0400047901466026,2.08336193626086,0.240443770100609
1714,00835880,31119,1483084605,7325865,Madison County,Nebraska,2.39,0.03,2.48,0.05,2.22,0.1,35164,,23.7100431637209,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.62591675207895,0.16174890131512
1715,00835882,31121,1258350334,28301118,Merrick County,Nebraska,2.29,0.07,2.36,0.1,2.1,0.26,7803,,6.20097582459099,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.42511233300274,0.138054478794987
1716,00835883,31123,3687721339,15601312,Morrill County,Nebraska,2.36,0.1,2.41,0.13,2.23,0.27,4841,,1.31273476355259,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.58857762556622,0.400669856273981
1717,00835884,31125,1143826229,17085959,Nance County,Nebraska,2.2,0.11,2.26,0.13,2.02,0.28,3554,,3.1071153203989,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.69826151471256,0.124992664635286
1718,00835885,31127,1055100620,5769942,Nemaha County,Nebraska,2.25,0.09,2.28,0.1,2.15,0.24,7004,,6.63822944204127,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.69673826295331,0.112517889506658
1719,00835886,31129,1489645187,1718484,Nuckolls County,Nebraska,2.19,0.1,2.27,0.13,1.97,0.28,4275,,2.86981090350074,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.6022821866215,0.157691041362157
1720,00835887,31131,1594561657,8689334,Otoe County,Nebraska,2.43,0.05,2.47,0.08,2.33,0.14,15896,,9.96888388117061,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.08385292056358,0.170696341557319
1721,00835888,31133,1116478182,4852361,Pawnee County,Nebraska,2.16,0.11,2.1,0.14,2.49,0.39,2676,,2.39682247547942,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.42977437615835,0.118488057606617
1722,00835889,31135,2287828025,2840176,Perkins County,Nebraska,2.34,0.11,2.46,0.13,1.93,0.27,2907,,1.27063746410747,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.21906210757764,0.244617219208825
1723,00835890,31137,1398048574,1646533,Phelps County,Nebraska,2.26,0.05,2.41,0.08,1.87,0.17,9120,,6.5233784931424,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.58900869181178,0.148723036710068
1724,00835891,31139,1484707278,3481943,Pierce County,Nebraska,2.32,0.05,2.4,0.09,2.09,0.17,7157,,4.82047882841994,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.6291203120957,0.1623823869426
1725,00835892,31141,1745910544,27167484,Platte County,Nebraska,2.51,0.04,2.63,0.06,2.2,0.15,33063,,18.9373963709792,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.94735839326938,0.191408874343863
1726,00835893,31143,1135309851,5947393,Polk County,Nebraska,2.52,0.1,2.53,0.11,2.47,0.3,5255,,4.62869233044292,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.49690169070836,0.122486854064855
1727,00835894,31145,1857036462,2591016,Red Willow County,Nebraska,2.33,0.1,2.39,0.11,2.14,0.25,10806,,5.81894875039885,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.82308085156048,0.196628229453535
1728,00835895,31147,1429261306,7077613,Richardson County,Nebraska,2.08,0.07,2.15,0.09,1.85,0.19,8009,,5.60359394491297,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.89993135684767,0.151759918528084
1729,00835896,31149,2611466192,8807741,Rock County,Nebraska,2.06,0.14,2.15,0.17,1.81,0.32,1350,90,0.516950977246272,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0344633984830848,2.27945912417036,0.286614196283012
1730,00835897,31151,1486812299,5821039,Saline County,Nebraska,2.63,0.11,2.64,0.14,2.59,0.27,14288,,9.60982096368844,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.60741378473165,0.15862826836093
1731,00835898,31153,616811568,24272921,Sarpy County,Nebraska,2.72,0.02,2.91,0.03,2.3,0.06,178351,,289.149894802232,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.3214221763486,0.0687287268565955
